Index,Tile Size,Loop Order,User Time (s),System Time (s),Real Time (s)
369,32,k_ti_tij_tkj,0.450148,0.138045,0.5884175300598145
370,64,k_ti_tij_tkj,0.46825799999999995,0.12707,0.59555983543396
371,128,k_ti_tij_tkj,0.496583,0.129891,0.6266777515411377
372,256,k_ti_tij_tkj,0.53848,0.13011599999999998,0.6688878536224365
373,8,k_ti_tikj_tj,1.115339,0.130039,1.2455847263336182
374,16,k_ti_tikj_tj,1.022535,0.145933,1.1687803268432617
375,32,k_ti_tikj_tj,0.916227,0.136033,1.0525779724121094
376,64,k_ti_tikj_tj,0.8910159999999999,0.13700199999999998,1.028217077255249
377,128,k_ti_tikj_tj,0.887994,0.126999,1.0152056217193604
378,256,k_ti_tikj_tj,0.905569,0.12808,1.0338480472564697
379,8,k_ti_tj_tijk,0.374075,0.13702699999999998,0.5113046169281006
380,16,k_ti_tj_tijk,0.677636,0.143922,0.8218092918395996
381,32,k_ti_tj_tijk,0.5761419999999999,0.128031,0.7043867111206055
382,64,k_ti_tj_tijk,0.494971,0.133992,0.6291837692260742
383,128,k_ti_tj_tijk,0.43649,0.135151,0.571929931640625
384,256,k_ti_tj_tijk,0.431814,0.135941,0.5680012702941895
385,8,k_ti_tj_tikj,0.6105809999999999,0.126913,0.7377099990844727
386,16,k_ti_tj_tikj,0.437154,0.124043,0.5613477230072021
387,32,k_ti_tj_tikj,0.439616,0.122892,0.5627791881561279
388,64,k_ti_tj_tikj,0.468284,0.13208,0.6013486385345459
389,128,k_ti_tj_tikj,0.48411699999999996,0.13203199999999998,0.6164190769195557
390,256,k_ti_tj_tikj,0.5399809999999999,0.128995,0.6692745685577393
391,8,k_ti_tj_tjik,0.570446,0.14010899999999998,0.7108705043792725
392,16,k_ti_tj_tjik,0.6635949999999999,0.13291799999999998,0.7968015670776367
393,32,k_ti_tj_tjik,0.610937,0.122987,0.7342078685760498
394,64,k_ti_tj_tjik,0.5177269999999999,0.133929,0.6519217491149902
395,128,k_ti_tj_tjik,0.47463,0.127169,0.6020047664642334
396,256,k_ti_tj_tjik,0.463846,0.130956,0.5949795246124268
397,8,k_ti_tj_tjki,0.519154,0.133039,0.652409553527832
398,16,k_ti_tj_tjki,0.675477,0.134094,0.8098804950714111
399,32,k_ti_tj_tjki,0.6425919999999999,0.133915,0.776850700378418
400,64,k_ti_tj_tjki,0.855019,0.13400299999999998,0.9893665313720703
401,128,k_ti_tj_tjki,0.8092499999999999,0.13204,0.9416029453277588
402,256,k_ti_tj_tjki,1.031893,0.127986,1.1601006984710693
403,8,k_ti_tj_tkij,0.648995,0.133998,0.7840728759765625
404,16,k_ti_tj_tkij,0.543213,0.126049,0.6694843769073486
405,32,k_ti_tj_tkij,0.797381,0.12706,0.9246830940246582
406,64,k_ti_tj_tkij,0.870235,0.137878,1.0083258152008057
407,128,k_ti_tj_tkij,1.274255,0.129025,1.4034702777862549
408,256,k_ti_tj_tkij,2.293968,0.134998,2.4291722774505615
409,8,k_ti_tj_tkji,0.678072,0.137014,0.8152849674224854
410,16,k_ti_tj_tkji,0.547101,0.13702499999999998,0.6844327449798584
411,32,k_ti_tj_tkji,0.8350879999999999,0.133014,0.9683034420013428
412,64,k_ti_tj_tkji,0.951021,0.145003,1.096134901046753
413,128,k_ti_tj_tkji,2.153877,0.134992,2.289185047149658
414,256,k_ti_tj_tkji,3.006023,0.132001,3.138230085372925
415,8,k_ti_tkij_tj,1.193805,0.136977,1.3310699462890625
416,16,k_ti_tkij_tj,1.316382,0.147706,1.4671494960784912
417,32,k_ti_tkij_tj,2.254926,0.125995,2.381618022918701
418,64,k_ti_tkij_tj,2.55427,0.14801499999999998,2.7025868892669678
419,128,k_ti_tkij_tj,2.212421,0.14002599999999998,2.3535618782043457
420,256,k_ti_tkij_tj,2.604973,0.13999799999999998,2.74654221534729
421,8,k_ti_tkj_tij,1.182963,0.131995,1.3150992393493652
422,16,k_ti_tkj_tij,1.176329,0.13980099999999998,1.320539951324463
423,32,k_ti_tkj_tij,1.548579,0.141687,1.69429349899292
424,64,k_ti_tkj_tij,2.042612,0.13497399999999998,2.1779136657714844
425,128,k_ti_tkj_tij,2.147439,0.14696099999999998,2.2948663234710693
426,256,k_ti_tkj_tij,2.331532,0.13502999999999998,2.466876745223999
427,8,k_ti_tkj_tji,1.117525,0.133943,1.2521755695343018
428,16,k_ti_tkj_tji,1.0697619999999999,0.13996799999999998,1.2101380825042725
429,32,k_ti_tkj_tji,1.729114,0.134008,1.8633666038513184
430,64,k_ti_tkj_tji,2.261268,0.132074,2.3946051597595215
431,128,k_ti_tkj_tji,2.6899290000000002,0.134996,2.825103759765625
432,256,k_ti_tkj_tji,2.938475,0.138022,3.0786821842193604
433,8,k_tj_ti_tijk,0.6619109999999999,0.135981,0.7981452941894531
434,16,k_tj_ti_tijk,0.7490669999999999,0.132011,0.8812394142150879
435,32,k_tj_ti_tijk,0.635996,0.129999,0.7662372589111328
436,64,k_tj_ti_tijk,0.513968,0.135991,0.6501264572143555
437,128,k_tj_ti_tijk,0.44932099999999997,0.11708299999999999,0.5666568279266357
438,256,k_tj_ti_tijk,0.441988,0.128996,0.5713071823120117
439,8,k_tj_ti_tikj,0.621471,0.129889,0.7515676021575928
440,16,k_tj_ti_tikj,0.52333,0.131831,0.6578693389892578
441,32,k_tj_ti_tikj,0.45221,0.13206099999999998,0.5844662189483643
442,64,k_tj_ti_tikj,0.46461199999999997,0.139883,0.6047029495239258
443,128,k_tj_ti_tikj,0.495002,0.127,0.6222033500671387
444,256,k_tj_ti_tikj,0.560545,0.123899,0.6846678256988525
445,8,k_tj_ti_tjik,0.6156119999999999,0.130129,0.7460269927978516
446,16,k_tj_ti_tjik,0.680681,0.134134,0.8151674270629883
447,32,k_tj_ti_tjik,0.634385,0.136867,0.7731103897094727
448,64,k_tj_ti_tjik,0.5076649999999999,0.131912,0.639693021774292
449,128,k_tj_ti_tjik,0.465283,0.139784,0.6052567958831787
450,256,k_tj_ti_tjik,0.464371,0.130104,0.5947461128234863
451,8,k_tj_ti_tjki,0.553124,0.13302999999999998,0.6864228248596191
452,16,k_tj_ti_tjki,0.682808,0.135961,0.8190093040466309
453,32,k_tj_ti_tjki,0.7748649999999999,0.13497599999999998,0.9099733829498291
454,64,k_tj_ti_tjki,0.771685,0.133772,0.9070572853088379
455,128,k_tj_ti_tjki,0.881814,0.13597099999999998,1.0179352760314941
456,256,k_tj_ti_tjki,0.9078489999999999,0.13497699999999999,1.0429975986480713
457,8,k_tj_ti_tkij,0.699043,0.134008,0.833317756652832
458,16,k_tj_ti_tkij,0.6116699999999999,0.143922,0.7564516067504883
459,32,k_tj_ti_tkij,0.789666,0.141119,0.9310157299041748
460,64,k_tj_ti_tkij,0.8754989999999999,0.136077,1.0119311809539795
461,128,k_tj_ti_tkij,1.672508,0.12703799999999998,1.8002030849456787
462,256,k_tj_ti_tkij,2.286352,0.14202099999999998,2.429091453552246
463,8,k_tj_ti_tkji,0.7026979999999999,0.129944,0.8329470157623291
464,16,k_tj_ti_tkji,0.652944,0.137988,0.7911891937255859
465,32,k_tj_ti_tkji,0.845946,0.14798999999999998,0.9941246509552002
466,64,k_tj_ti_tkji,0.9913649999999999,0.142908,1.1345021724700928
467,128,k_tj_ti_tkji,2.487529,0.139973,2.6276373863220215
468,256,k_tj_ti_tkji,2.873596,0.13798,3.011824607849121
469,8,k_tj_tji_tik,1.05927,0.11803,1.1774582862854004
470,16,k_tj_tji_tik,0.834113,0.136018,0.9704527854919434
471,32,k_tj_tji_tik,0.7427509999999999,0.129956,0.8730628490447998
472,64,k_tj_tji_tik,0.55867,0.13791799999999999,0.696800947189331
473,128,k_tj_tji_tik,0.496266,0.13735,0.6337888240814209
474,256,k_tj_tji_tik,0.475188,0.141056,0.6164717674255371
475,8,k_tj_tji_tki,0.80104,0.13300599999999999,0.9343249797821045
476,16,k_tj_tji_tki,0.778175,0.168037,0.9465174674987793
477,32,k_tj_tji_tki,0.8339909999999999,0.129998,0.9641599655151367
478,64,k_tj_tji_tki,0.842538,0.136924,0.9797956943511963
479,128,k_tj_tji_tki,1.034857,0.14198,1.177044153213501
480,256,k_tj_tji_tki,0.856298,0.14587999999999998,1.0023655891418457
481,8,k_tj_tjki_ti,1.487721,0.13597399999999998,1.623953104019165
482,16,k_tj_tjki_ti,1.120774,0.14097099999999999,1.2621662616729736
483,32,k_tj_tjki_ti,1.132792,0.12908999999999998,1.263723611831665
484,64,k_tj_tjki_ti,0.994381,0.133051,1.127681016921997
485,128,k_tj_tjki_ti,1.17871,0.132967,1.3118858337402344
486,256,k_tj_tjki_ti,1.148876,0.132985,1.2820055484771729
487,8,k_tj_tki_tij,1.2631459999999999,0.12911699999999998,1.39306640625
488,16,k_tj_tki_tij,1.316119,0.150899,1.4683740139007568
489,32,k_tj_tki_tij,1.876453,0.145802,2.024916648864746
490,64,k_tj_tki_tij,2.138631,0.13297699999999998,2.272071123123169
491,128,k_tj_tki_tij,2.129635,0.136976,2.268350601196289
492,256,k_tj_tki_tij,2.337812,0.143988,2.4820730686187744
493,8,k_tj_tki_tji,1.204465,0.141936,1.346726417541504
494,16,k_tj_tki_tji,1.2055259999999999,0.144822,1.3516252040863037
495,32,k_tj_tki_tji,1.537701,0.13997199999999999,1.68137526512146
496,64,k_tj_tki_tji,2.35458,0.149909,2.508605480194092
497,128,k_tj_tki_tji,2.691037,0.146002,2.837268114089966
498,256,k_tj_tki_tji,2.840199,0.135009,2.975396156311035
499,8,k_tj_tkji_ti,1.327477,0.13794499999999998,1.4656391143798828
500,16,k_tj_tkji_ti,1.532068,0.143006,1.6753463745117188
501,32,k_tj_tkji_ti,2.3740769999999998,0.149941,2.5242538452148438
502,64,k_tj_tkji_ti,3.024105,0.141004,3.1654317378997803
503,128,k_tj_tkji_ti,3.058626,0.15498099999999998,3.2140634059906006
504,256,k_tj_tkji_ti,3.047167,0.135962,3.183223247528076
505,8,k_tki_tij_tj,2.545156,0.15776099999999998,2.7074403762817383
506,16,k_tki_tij_tj,2.641704,0.141984,2.783978223800659
507,32,k_tki_tij_tj,2.540138,0.150948,2.6920642852783203
508,64,k_tki_tij_tj,2.618647,0.136033,2.7549355030059814
509,128,k_tki_tij_tj,2.655752,0.147986,2.8041622638702393
510,256,k_tki_tij_tj,2.592854,0.14799099999999998,2.7411129474639893
511,8,k_tki_tj_tij,2.130767,0.143984,2.2752890586853027
512,16,k_tki_tj_tij,2.104254,0.142949,2.248004674911499
513,32,k_tki_tj_tij,1.9132959999999999,0.14602199999999999,2.0595571994781494
514,64,k_tki_tj_tij,2.299675,0.13704,2.4370555877685547
515,128,k_tki_tj_tij,2.211081,0.155005,2.366554021835327
516,256,k_tki_tj_tij,2.372533,0.13997199999999999,2.512840509414673
517,8,k_tki_tj_tji,1.9727709999999998,0.142983,2.116093635559082
518,16,k_tki_tj_tji,1.9548969999999999,0.138992,2.095953941345215
519,32,k_tki_tj_tji,2.244563,0.14997,2.3948187828063965
520,64,k_tki_tj_tji,2.510892,0.14993299999999998,2.6615207195281982
521,128,k_tki_tj_tji,2.63272,0.144984,2.7802441120147705
522,256,k_tki_tj_tji,2.841579,0.14903,2.991060733795166
523,8,k_tkj_ti_tij,2.208941,0.151996,2.361361503601074
524,16,k_tkj_ti_tij,2.164196,0.141012,2.305464506149292
525,32,k_tkj_ti_tij,2.232006,0.14374199999999998,2.38021183013916
526,64,k_tkj_ti_tij,2.269073,0.149004,2.418565273284912
527,128,k_tkj_ti_tij,2.1980589999999998,0.141003,2.339263677597046
528,256,k_tkj_ti_tij,2.341057,0.13600299999999999,2.477324962615967
529,8,k_tkj_ti_tji,2.046819,0.145987,2.193124532699585
530,16,k_tkj_ti_tji,2.072111,0.13893999999999998,2.2119758129119873
531,32,k_tkj_ti_tji,2.192906,0.133994,2.327265501022339
532,64,k_tkj_ti_tji,2.441426,0.155963,2.597834587097168
533,128,k_tkj_ti_tji,2.669797,0.143989,2.814302444458008
534,256,k_tkj_ti_tji,2.2688829999999998,0.140992,2.4102096557617188
535,8,k_tkj_tji_ti,3.115162,0.134006,3.2496116161346436
536,16,k_tkj_tji_ti,2.960664,0.13502999999999998,3.096045970916748
537,32,k_tkj_tji_ti,3.028355,0.151967,3.1806530952453613
538,64,k_tkj_tji_ti,3.022245,0.137011,3.1597297191619873
539,128,k_tkj_tji_ti,2.987705,0.141986,3.130467653274536
540,256,k_tkj_tji_ti,2.44742,0.135023,2.5827412605285645
